ElementType,Label,Value,DeviceIdOrHostname,InterfaceName
DEVICE,Network,Ex9-L3Campus-Network
DEVICE,Network,Ex1-ISP-eos7-eos10-eos19
DEVICE,Network,f
DEVICE,Network,DC-Border-Leaf-eos6
DEVICE,Network,Ex9-WAN-Router-eos8
DEVICE,Network,Ex7-L2DC-eos11-eos13
DEVICE,Network,Ex8-Border-Leafs-eos2-eos5
DEVICE,Network,Ex4-CoreNet-eos1-eos2-eos5
DEVICE,Leaf-Number,2
DEVICE,Leaf-Number,3
DEVICE,Leaf-Number,1
DEVICE,Spine-Number,2
DEVICE,Spine-Number,1
DEVICE,END-DEVICES,ALL,117632BE8062D3906869DDBBA9CE21ED
DEVICE,END-DEVICES,ALL,C76F3B922DB8669FCE5EE0F33FCF2C7A
DEVICE,END-DEVICES,ALL,BB13363EAF0F77D87D12E8AB78542790
DEVICE,END-DEVICES,ALL,7F1BA04041774A572A2AACD4368A864B
DEVICE,END-DEVICES,ALL,BCB88FCE992D87648249A1B50C6A765A
DEVICE,END-DEVICES,ALL,E9A4BE7FBA50F2967B87E2FD8643CE22
DEVICE,END-DEVICES,ALL,2D9250F762B67C38FACAC7A27853401A
DEVICE,END-DEVICES,ALL,4D9C1FFFDBF8744059DDC107C08F0513
DEVICE,mlag_configuration.peer_link,Port-Channel2000
DEVICE,Campus,Ex3-Campus-eos11-eos12-eos13
DEVICE,Campus,Ex7-L2DC-eos11-eos12-eos13
DEVICE,Campus,Ex1-Campus-eos11-eos12-eos13
DEVICE,Campus,Ex8-Campus-eos11-eos12-eos13
DEVICE,Campus,Ex2-Campus-eos11-eos12-eos13
DEVICE,Campus,Ex8-Campus-eos6-eos8-eos14-eos15-eos18
DEVICE,Campus,Ex2-Campus-eos2-eos3-eos4-eos5
DEVICE,Campus,Ex3-Campus-eos2-eos3-eos4-eos5
DEVICE,Leaf-Domain,1
DEVICE,Leaf-Domain,5
DEVICE,Leaf-Domain,2
DEVICE,Leaf-Domain,4
DEVICE,Leaf-Domain,9
DEVICE,Leaf-Domain,3
DEVICE,Vtep,True,433AD80F311A46CE26C34012C05E9714
DEVICE,Vtep,True,54814A3FC3EDD8610AF41015CF093055
DEVICE,Vtep,True,DFE7FE21F78BA4C5FCF03CB3E8D837EC
DEVICE,Vtep,True,5F25F4C27186651AB03E3940D74881AA
DEVICE,Vtep,True,FCCC195BEABB1B6C09A1B342CA831A2B
DEVICE,Vtep,True,EB2057F064AFF73DFDE3FBCCA9A50ADD
DEVICE,router_bgp.router_id,19.19.19.19
DEVICE,router_bgp.router_id,10.10.10.3,433AD80F311A46CE26C34012C05E9714
DEVICE,router_bgp.router_id,8.8.8.8
DEVICE,router_bgp.router_id,7.7.7.7
DEVICE,router_bgp.router_id,5.5.5.5
DEVICE,router_bgp.router_id,172.16.0.6
DEVICE,router_bgp.router_id,9.9.9.9
DEVICE,router_bgp.router_id,2.2.2.2
DEVICE,router_bgp.router_id,10.10.10.6,FCCC195BEABB1B6C09A1B342CA831A2B
DEVICE,router_bgp.router_id,11.11.11.11
DEVICE,router_bgp.router_id,17.17.17.17
DEVICE,router_bgp.router_id,10.10.10.7,EB2057F064AFF73DFDE3FBCCA9A50ADD
DEVICE,router_bgp.router_id,172.16.0.1
DEVICE,router_bgp.router_id,172.16.0.5
DEVICE,router_bgp.router_id,13.13.13.13
DEVICE,router_bgp.router_id,10.10.10.10
DEVICE,router_bgp.router_id,10.10.10.4,54814A3FC3EDD8610AF41015CF093055
DEVICE,router_bgp.router_id,10.10.10.8,DFE7FE21F78BA4C5FCF03CB3E8D837EC
DEVICE,router_bgp.router_id,3.3.3.3
DEVICE,router_bgp.router_id,172.16.0.3
DEVICE,router_bgp.router_id,15.15.15.15
DEVICE,router_bgp.router_id,172.16.0.7
DEVICE,router_bgp.router_id,1.1.1.1
DEVICE,router_bgp.router_id,4.4.4.4
DEVICE,router_bgp.router_id,10.10.10.5,5BC2F4EE4D0BCD68EBF7DE5C034C8F7E
DEVICE,router_bgp.router_id,18.18.18.18
DEVICE,router_bgp.router_id,10.10.10.1,5F25F4C27186651AB03E3940D74881AA
DEVICE,router_bgp.router_id,10.10.10.2,5B43A61E50CD1D472755A286BC30A92D
DEVICE,router_bgp.router_id,172.16.0.2
DEVICE,router_bgp.router_id,6.6.6.6
DEVICE,router_bgp.router_id,172.16.0.4
DEVICE,router_bgp.router_id,14.14.14.14
DEVICE,router_bgp.router_id,16.16.16.16
DEVICE,Edge-Router-Domain,FW,59713B4DD921228883414E230589C755
DEVICE,Edge-Router-Domain,1-6-8
DEVICE,Edge-Router-Domain,15
DEVICE,Edge-Router-Domain,Floor2
DEVICE,Edge-Router-Domain,Fabric_Edge,5F25F4C27186651AB03E3940D74881AA
DEVICE,Edge-Router-Domain,Fabric_Edge,FCCC195BEABB1B6C09A1B342CA831A2B
DEVICE,Edge-Router-Domain,5
DEVICE,Edge-Router-Domain,9
DEVICE,Edge-Router-Domain,Border-Leaf
DEVICE,Edge-Router-Domain,Site3
DEVICE,Edge-Router-Domain,Site2
DEVICE,Edge-Router-Domain,4
DEVICE,Edge-Router-Domain,2
DEVICE,Edge-Router-Domain,eos1-eos6
DEVICE,Edge-Router-Domain,Campus2-5
DEVICE,Edge-Router-Domain,WAN-Router-eos8
DEVICE,Edge-Router-Domain,7
DEVICE,Edge-Router-Domain,11-13
DEVICE,Edge-Router-Domain,Site1
DEVICE,Edge-Router-Domain,Building2,DFE7FE21F78BA4C5FCF03CB3E8D837EC
DEVICE,Edge-Router-Domain,Building2,54814A3FC3EDD8610AF41015CF093055
DEVICE,Edge-Router-Domain,Core-Routers,F2168EA8F1CE6812EC0BE6937CAE8A9C
DEVICE,Edge-Router-Domain,Core-Routers,C9B670892B53FDC31CEC1BDAD2668E92
DEVICE,Edge-Router-Domain,18
DEVICE,Edge-Router-Domain,Core-Router-eos14
DEVICE,Edge-Router-Domain,20
DEVICE,Edge-Router-Domain,6
DEVICE,Edge-Router-Domain,1
DEVICE,Edge-Router-Domain,Campus-11-13
DEVICE,Edge-Router-Domain,Building1,EB2057F064AFF73DFDE3FBCCA9A50ADD
DEVICE,Edge-Router-Domain,Building1,433AD80F311A46CE26C34012C05E9714
DEVICE,Edge-Router-Domain,2-5
DEVICE,Edge-Router-Domain,Campus11-13
